eps_per_query,n_levels,mean_abs_error,max_abs_error,p95_abs_error,true_diffs,mode
0.01,5,148.17613567423035,1091.0939119510003,404.36380554536214,"[-14515, -10190, -16927, -4073]",naive_full_budget_per_level
0.05,5,29.635227134846087,218.2187823902059,80.87276110907021,"[-14515, -10190, -16927, -4073]",naive_full_budget_per_level
0.1,5,14.817613567422992,109.10939119510294,40.43638055453501,"[-14515, -10190, -16927, -4073]",naive_full_budget_per_level
0.5,5,2.9635227134845774,21.82187823901768,8.087276110903439,"[-14515, -10190, -16927, -4073]",naive_full_budget_per_level
1.0,5,1.4817613567422734,10.910939119516115,4.04363805545181,"[-14515, -10190, -16927, -4073]",naive_full_budget_per_level
2.0,5,0.7408806783711644,5.45546955975442,2.021819027729361,"[-14515, -10190, -16927, -4073]",naive_full_budget_per_level
5.0,5,0.29635227134848313,2.1821878238988575,0.8087276110903984,"[-14515, -10190, -16927, -4073]",naive_full_budget_per_level
