mode,consumed_eps,cache_hits,n_answered,mean_abs_error,p95_abs_error,mean_eps_per_query,wall_time_sec,alpha,trial,k,total_eps
workload_dp,0.7,93,100,10.88,17.0,0.006999999999999999,0.0914775999262929,1.0,20,100,10.0
predictive_dp,10.0,77,82,10.707317073170731,17.0,0.12195121951219512,0.09993099991697818,1.0,20,100,10.0
naive_dp,9.99999999999998,0,100,8.73,27.049999999999997,0.09999999999999998,0.12795759993605316,1.0,21,100,10.0
workload_dp,0.7,93,100,12.88,19.0,0.007000000000000001,0.09638440003618598,1.0,21,100,10.0
predictive_dp,10.0,84,89,11.089887640449438,19.0,0.11235955056179775,0.10165279998909682,1.0,21,100,10.0
naive_dp,9.99999999999998,0,100,9.9,28.049999999999997,0.09999999999999998,0.1285949000157416,1.0,22,100,10.0
workload_dp,0.7,93,100,8.97,21.0,0.006999999999999999,0.09539439994841814,1.0,22,100,10.0
predictive_dp,10.0,57,60,3.55,5.0,0.16666666666666666,0.11218359996564686,1.0,22,100,10.0
naive_dp,9.99999999999998,0,100,10.52,31.099999999999994,0.09999999999999998,0.15048239997122437,1.0,23,100,10.0
workload_dp,0.7,93,100,11.36,37.0,0.006999999999999999,0.10987970000132918,1.0,23,100,10.0
predictive_dp,10.0,69,73,8.0,37.0,0.136986301369863,0.12319049995858222,1.0,23,100,10.0
naive_dp,9.99999999999998,0,100,10.36,27.0,0.09999999999999998,0.14862419990822673,1.0,24,100,10.0
workload_dp,0.7,93,100,10.64,16.0,0.007000000000000001,0.11027970002032816,1.0,24,100,10.0
predictive_dp,10.0,60,64,3.75,12.0,0.15625,0.09843189991079271,1.0,24,100,10.0
naive_dp,9.99999999999998,0,100,8.8,25.0,0.09999999999999998,0.12417480000294745,1.0,25,100,10.0
workload_dp,0.7,93,100,15.53,31.0,0.006999999999999999,0.09009079996030778,1.0,25,100,10.0
predictive_dp,10.0,63,68,10.632352941176471,16.0,0.14705882352941174,0.09883919998537749,1.0,25,100,10.0
naive_dp,9.99999999999998,0,100,10.31,28.0,0.09999999999999998,0.1231743999524042,1.0,26,100,10.0
workload_dp,0.7,93,100,15.16,24.0,0.007000000000000001,0.08889480005018413,1.0,26,100,10.0
predictive_dp,10.0,80,85,13.6,24.0,0.11764705882352941,0.10345159994903952,1.0,26,100,10.0
naive_dp,9.99999999999998,0,100,10.65,33.14999999999999,0.09999999999999998,0.12194290000479668,1.0,27,100,10.0
workload_dp,0.7,93,100,5.54,27.0,0.006999999999999999,0.09033180004917085,1.0,27,100,10.0
predictive_dp,10.0,66,70,6.985714285714286,27.0,0.14285714285714285,0.09692779998295009,1.0,27,100,10.0
naive_dp,9.99999999999998,0,100,10.33,30.049999999999997,0.09999999999999998,0.12596139998640865,1.0,28,100,10.0
workload_dp,0.7,93,100,16.15,31.0,0.007000000000000001,0.09076149994507432,1.0,28,100,10.0
predictive_dp,10.0,81,86,15.232558139534884,22.0,0.11627906976744186,0.09944210003595799,1.0,28,100,10.0
naive_dp,9.99999999999998,0,100,8.6,27.099999999999994,0.09999999999999998,0.15187830000650138,1.0,29,100,10.0
workload_dp,0.7,93,100,11.14,30.0,0.007000000000000001,0.09043200011365116,1.0,29,100,10.0
predictive_dp,10.0,82,86,11.790697674418604,30.0,0.11627906976744184,0.09799649997148663,1.0,29,100,10.0
naive_dp,9.99999999999998,0,100,8.45,23.14999999999999,0.09999999999999998,0.1221927999285981,2.0,0,100,10.0
workload_dp,0.5,95,100,1.7,3.0,0.005,0.09151880000717938,2.0,0,100,10.0
predictive_dp,10.0,73,75,1.8666666666666667,2.0,0.13333333333333333,0.09825139993336052,2.0,0,100,10.0
naive_dp,9.99999999999998,0,100,9.49,28.049999999999997,0.09999999999999998,0.12611589999869466,2.0,1,100,10.0
workload_dp,0.6,94,100,8.23,16.0,0.006000000000000001,0.08858530002180487,2.0,1,100,10.0
predictive_dp,10.0,89,93,7.924731182795699,16.0,0.10752688172043011,0.09756959998048842,2.0,1,100,10.0
naive_dp,9.99999999999998,0,100,9.35,23.049999999999997,0.09999999999999998,0.12225779995787889,2.0,2,100,10.0
workload_dp,0.5,95,100,5.03,30.0,0.005,0.0928319999948144,2.0,2,100,10.0
predictive_dp,10.0,88,91,2.4945054945054945,9.0,0.10989010989010989,0.09927870007231832,2.0,2,100,10.0
naive_dp,9.99999999999998,0,100,10.84,34.05,0.09999999999999998,0.12592010002117604,2.0,3,100,10.0
workload_dp,0.7,93,100,5.05,8.0,0.006999999999999999,0.09211480000521988,2.0,3,100,10.0
predictive_dp,10.0,85,88,4.6477272727272725,5.0,0.11363636363636363,0.10077170003205538,2.0,3,100,10.0
naive_dp,9.99999999999998,0,100,8.64,25.0,0.09999999999999998,0.12538990005850792,2.0,4,100,10.0
workload_dp,0.7,93,100,4.29,11.0,0.006999999999999999,0.0918820999795571,2.0,4,100,10.0
predictive_dp,10.0,88,91,3.076923076923077,11.0,0.10989010989010989,0.09801339998375624,2.0,4,100,10.0
naive_dp,9.99999999999998,0,100,9.25,29.0,0.09999999999999998,0.1236421000212431,2.0,5,100,10.0
workload_dp,0.7,93,100,26.68,37.0,0.007000000000000001,0.10532880004029721,2.0,5,100,10.0
predictive_dp,10.0,82,84,29.071428571428573,37.0,0.11904761904761904,0.10224229993764311,2.0,5,100,10.0
naive_dp,9.99999999999998,0,100,9.78,27.049999999999997,0.09999999999999998,0.12744449998717755,2.0,6,100,10.0
workload_dp,0.7,93,100,14.19,18.0,0.007000000000000001,0.0933715000282973,2.0,6,100,10.0
predictive_dp,10.0,87,90,14.4,18.0,0.1111111111111111,0.10351000004447997,2.0,6,100,10.0
naive_dp,9.99999999999998,0,100,9.07,24.099999999999994,0.09999999999999998,0.12971850007306784,2.0,7,100,10.0
workload_dp,0.7,93,100,3.13,24.0,0.007000000000000001,0.09469240007456392,2.0,7,100,10.0
predictive_dp,10.0,85,88,0.9886363636363636,1.0,0.11363636363636363,0.10112190002109855,2.0,7,100,10.0
naive_dp,9.99999999999998,0,100,10.05,27.049999999999997,0.09999999999999998,0.12722590006887913,2.0,8,100,10.0
workload_dp,0.6,94,100,14.76,36.0,0.006000000000000001,0.09194519999437034,2.0,8,100,10.0
predictive_dp,10.0,94,99,14.222222222222221,36.0,0.101010101010101,0.10203669988550246,2.0,8,100,10.0
naive_dp,9.99999999999998,0,100,10.18,28.14999999999999,0.09999999999999998,0.12398149992804974,2.0,9,100,10.0
workload_dp,0.7,93,100,7.42,26.0,0.007000000000000001,0.09159840003121644,2.0,9,100,10.0
predictive_dp,10.0,66,69,5.565217391304348,14.0,0.14492753623188406,0.10239659994840622,2.0,9,100,10.0
naive_dp,9.99999999999998,0,100,10.47,29.14999999999999,0.09999999999999998,0.12317289994098246,2.0,10,100,10.0
workload_dp,0.7,93,100,4.28,14.0,0.007000000000000001,0.09319899999536574,2.0,10,100,10.0
predictive_dp,10.0,92,96,3.8229166666666665,14.0,0.10416666666666664,0.10384870006237179,2.0,10,100,10.0
naive_dp,9.99999999999998,0,100,11.2,34.099999999999994,0.09999999999999998,0.12644500005990267,2.0,11,100,10.0
workload_dp,0.6,94,100,3.29,4.0,0.006000000000000001,0.09152400004677474,2.0,11,100,10.0
predictive_dp,10.0,93,97,3.11340206185567,4.0,0.10309278350515463,0.10280619992408901,2.0,11,100,10.0
naive_dp,9.99999999999998,0,100,8.27,20.19999999999999,0.09999999999999998,0.12400179996620864,2.0,12,100,10.0
workload_dp,0.5,95,100,4.4,5.199999999999989,0.005,0.08994869992602617,2.0,12,100,10.0
predictive_dp,10.0,94,98,3.9183673469387754,5.0,0.1020408163265306,0.10169170005246997,2.0,12,100,10.0
naive_dp,9.99999999999998,0,100,8.86,24.0,0.09999999999999998,0.12327900005038828,2.0,13,100,10.0
workload_dp,0.6,94,100,3.64,11.0,0.006000000000000001,0.08947699994314462,2.0,13,100,10.0
predictive_dp,10.0,75,78,1.7564102564102564,2.0,0.1282051282051282,0.11171750002540648,2.0,13,100,10.0
naive_dp,9.99999999999998,0,100,10.87,33.05,0.09999999999999998,0.1494573000818491,2.0,14,100,10.0
workload_dp,0.6,94,100,30.95,37.0,0.006000000000000001,0.09258119994774461,2.0,14,100,10.0
predictive_dp,10.0,86,90,31.4,37.0,0.1111111111111111,0.10120639996603131,2.0,14,100,10.0
naive_dp,9.99999999999998,0,100,11.98,43.249999999999986,0.09999999999999998,0.12235429999418557,2.0,15,100,10.0
workload_dp,0.6,94,100,12.88,50.0,0.006000000000000001,0.08979319990612566,2.0,15,100,10.0
predictive_dp,10.0,82,85,12.470588235294118,50.0,0.11764705882352941,0.09854119992814958,2.0,15,100,10.0
naive_dp,9.99999999999998,0,100,10.35,28.049999999999997,0.09999999999999998,0.12078840006142855,2.0,16,100,10.0
workload_dp,0.7,93,100,7.54,8.549999999999969,0.007000000000000001,0.08991619991138577,2.0,16,100,10.0
predictive_dp,10.0,83,86,7.034883720930233,8.0,0.11627906976744186,0.09993269992992282,2.0,16,100,10.0
naive_dp,9.99999999999998,0,100,10.08,27.049999999999997,0.09999999999999998,0.12344989995472133,2.0,17,100,10.0
workload_dp,0.6,94,100,10.95,17.0,0.006,0.0898540000198409,2.0,17,100,10.0
predictive_dp,10.0,90,94,9.425531914893616,11.0,0.10638297872340424,0.09842910000588745,2.0,17,100,10.0
naive_dp,9.99999999999998,0,100,8.9,25.049999999999997,0.09999999999999998,0.12247699999716133,2.0,18,100,10.0
workload_dp,0.7,93,100,7.31,8.0,0.006999999999999999,0.08951050008181483,2.0,18,100,10.0
predictive_dp,10.0,84,87,7.528735632183908,8.0,0.11494252873563218,0.09907350002322346,2.0,18,100,10.0
naive_dp,9.99999999999998,0,100,11.57,31.19999999999999,0.09999999999999998,0.12401659996248782,2.0,19,100,10.0
workload_dp,0.6,94,100,7.31,15.0,0.006000000000000001,0.08888140006456524,2.0,19,100,10.0
predictive_dp,10.0,85,89,5.303370786516854,6.0,0.11235955056179775,0.09844640002120286,2.0,19,100,10.0
naive_dp,9.99999999999998,0,100,9.6,27.14999999999999,0.09999999999999998,0.1249144000466913,2.0,20,100,10.0
workload_dp,0.7,93,100,11.15,26.0,0.007000000000000001,0.09035009995568544,2.0,20,100,10.0
predictive_dp,10.0,91,95,10.610526315789473,26.0,0.10526315789473682,0.09976020001340657,2.0,20,100,10.0
naive_dp,9.99999999999998,0,100,9.94,30.099999999999994,0.09999999999999998,0.12244379997719079,2.0,21,100,10.0
workload_dp,0.7,93,100,10.65,38.0,0.007000000000000001,0.09057770005892962,2.0,21,100,10.0
predictive_dp,10.0,82,85,7.847058823529411,9.0,0.11764705882352941,0.09885979990940541,2.0,21,100,10.0
naive_dp,9.99999999999998,0,100,10.03,30.0,0.09999999999999998,0.1262237000046298,2.0,22,100,10.0
workload_dp,0.5,95,100,15.13,23.0,0.005,0.08936440001707524,2.0,22,100,10.0
predictive_dp,10.0,80,83,14.048192771084338,15.0,0.12048192771084337,0.10152719996403903,2.0,22,100,10.0
naive_dp,9.99999999999998,0,100,12.97,35.099999999999994,0.09999999999999998,0.12247520009987056,2.0,23,100,10.0
workload_dp,0.7,93,100,18.67,23.0,0.006999999999999999,0.09047519997693598,2.0,23,100,10.0
predictive_dp,10.0,88,92,18.42391304347826,23.0,0.10869565217391303,0.09810279996600002,2.0,23,100,10.0
naive_dp,9.99999999999998,0,100,10.26,31.049999999999997,0.09999999999999998,0.12169729999732226,2.0,24,100,10.0
workload_dp,0.7,93,100,12.89,15.599999999999966,0.007000000000000001,0.08899079996626824,2.0,24,100,10.0
predictive_dp,10.0,87,91,12.263736263736265,15.0,0.10989010989010989,0.09878700005356222,2.0,24,100,10.0
naive_dp,9.99999999999998,0,100,8.82,29.049999999999997,0.09999999999999998,0.12164270004723221,2.0,25,100,10.0
workload_dp,0.7,93,100,9.09,15.0,0.007000000000000001,0.090386199997738,2.0,25,100,10.0
predictive_dp,10.0,79,81,8.962962962962964,11.0,0.12345679012345678,0.09626720007508993,2.0,25,100,10.0
naive_dp,9.99999999999998,0,100,10.67,33.05,0.09999999999999998,0.12132260005455464,2.0,26,100,10.0
workload_dp,0.6,94,100,12.26,22.0,0.006000000000000001,0.08978039992507547,2.0,26,100,10.0
predictive_dp,10.0,88,91,12.263736263736265,22.0,0.10989010989010989,0.09833000006619841,2.0,26,100,10.0
naive_dp,9.99999999999998,0,100,9.38,25.0,0.09999999999999998,0.123150400002487,2.0,27,100,10.0
workload_dp,0.5,95,100,9.21,23.0,0.005,0.09003720001783222,2.0,27,100,10.0
predictive_dp,10.0,81,83,5.493975903614458,6.0,0.12048192771084337,0.10136920004151762,2.0,27,100,10.0
naive_dp,9.99999999999998,0,100,10.21,32.099999999999994,0.09999999999999998,0.12398310005664825,2.0,28,100,10.0
workload_dp,0.7,93,100,3.42,5.049999999999997,0.006999999999999999,0.09102119994349778,2.0,28,100,10.0
predictive_dp,10.0,84,87,1.6436781609195403,2.0,0.11494252873563218,0.10019749996718019,2.0,28,100,10.0
naive_dp,9.99999999999998,0,100,9.22,28.049999999999997,0.09999999999999998,0.12472369999159127,2.0,29,100,10.0
workload_dp,0.7,93,100,21.1,27.049999999999997,0.006999999999999999,0.09072860004380345,2.0,29,100,10.0
predictive_dp,10.0,87,90,21.066666666666666,27.0,0.1111111111111111,0.09957289998419583,2.0,29,100,10.0
